no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac,test_group
0.683,0.317,no,FALSE,9,2,0.9,0.16666666666666666,0.8333333333333334,0.8181818181818182,111,exp_id_number,0.65,p40_1
0.706,0.294,yes,TRUE,10,2,1,0.16666666666666666,0.8333333333333334,0.8333333333333334,111,exp_id_number,0.65,p40_1
0.726,0.274,no,FALSE,10,3,1,0.25,0.75,0.7692307692307693,111,exp_id_number,0.65,p40_1
0.84,0.16,no,FALSE,10,4,1,0.3333333333333333,0.6666666666666667,0.7142857142857143,111,exp_id_number,0.65,p40_1
0.842,0.158,no,FALSE,10,5,1,0.4166666666666667,0.5833333333333333,0.6666666666666666,111,exp_id_number,0.65,p40_1
0.844,0.156,no,FALSE,10,6,1,0.5,0.5,0.625,111,exp_id_number,0.65,p40_1
0.852,0.148,no,FALSE,10,7,1,0.5833333333333334,0.41666666666666663,0.5882352941176471,111,exp_id_number,0.65,p40_1
0.867,0.133,no,FALSE,10,8,1,0.6666666666666666,0.33333333333333337,0.5555555555555556,111,exp_id_number,0.65,p40_1
0.89,0.11,no,FALSE,10,9,1,0.75,0.25,0.5263157894736842,111,exp_id_number,0.65,p40_1
0.893,0.107,no,FALSE,10,10,1,0.8333333333333334,0.16666666666666663,0.5,111,exp_id_number,0.65,p40_1
0.924,0.076,no,FALSE,10,11,1,0.9166666666666666,0.08333333333333337,0.47619047619047616,111,exp_id_number,0.65,p40_1
0.95,0.05,no,FALSE,10,12,1,1,0,0.45454545454545453,111,exp_id_number,0.65,p40_1
0.028,0.972,yes,TRUE,1,0,0.09090909090909091,0,1,1,111,exp_id_number,0.65,p40_2
0.049,0.951,yes,TRUE,2,0,0.18181818181818182,0,1,1,111,exp_id_number,0.65,p40_2
0.233,0.767,yes,TRUE,3,0,0.2727272727272727,0,1,1,111,exp_id_number,0.65,p40_2
0.269,0.731,yes,TRUE,4,0,0.36363636363636365,0,1,1,111,exp_id_number,0.65,p40_2
0.293,0.707,yes,TRUE,5,0,0.45454545454545453,0,1,1,111,exp_id_number,0.65,p40_2
0.367,0.633,no,FALSE,5,1,0.45454545454545453,0.09090909090909091,0.9090909090909091,0.8333333333333334,111,exp_id_number,0.65,p40_2
0.391,0.609,yes,TRUE,6,1,0.5454545454545454,0.09090909090909091,0.9090909090909091,0.8571428571428571,111,exp_id_number,0.65,p40_2
0.398,0.602,yes,TRUE,7,1,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.875,111,exp_id_number,0.65,p40_2
0.624,0.376,yes,TRUE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,111,exp_id_number,0.65,p40_2
0.682,0.318,no,FALSE,8,2,0.7272727272727273,0.18181818181818182,0.8181818181818181,0.8,111,exp_id_number,0.65,p40_2
0.699,0.301,yes,TRUE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,111,exp_id_number,0.65,p40_2
0.763,0.237,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,111,exp_id_number,0.65,p40_2
0.767,0.233,yes,TRUE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,111,exp_id_number,0.65,p40_2
0.811,0.189,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,111,exp_id_number,0.65,p40_2
0.824,0.176,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,111,exp_id_number,0.65,p40_2
0.838,0.162,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,111,exp_id_number,0.65,p40_2
0.864,0.136,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,111,exp_id_number,0.65,p40_2
0.89,0.11,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,111,exp_id_number,0.65,p40_2
0.907,0.093,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,111,exp_id_number,0.65,p40_2
0.911,0.089,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,111,exp_id_number,0.65,p40_2
0.934,0.066,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,111,exp_id_number,0.65,p40_2
0.947,0.053,no,FALSE,11,11,1,1,0,0.5,111,exp_id_number,0.65,p40_2
0.117,0.883,yes,TRUE,1,0,0.125,0,1,1,111,exp_id_number,0.65,p40_3
0.126,0.874,yes,TRUE,2,0,0.25,0,1,1,111,exp_id_number,0.65,p40_3
0.17,0.83,yes,TRUE,3,0,0.375,0,1,1,111,exp_id_number,0.65,p40_3
0.198,0.802,yes,TRUE,4,0,0.5,0,1,1,111,exp_id_number,0.65,p40_3
0.251,0.749,yes,TRUE,5,0,0.625,0,1,1,111,exp_id_number,0.65,p40_3
0.263,0.737,yes,TRUE,6,0,0.75,0,1,1,111,exp_id_number,0.65,p40_3
0.315,0.685,yes,TRUE,7,0,0.875,0,1,1,111,exp_id_number,0.65,p40_3
0.571,0.429,no,FALSE,7,1,0.875,0.07142857142857142,0.9285714285714286,0.875,111,exp_id_number,0.65,p40_3
0.639,0.361,yes,TRUE,8,1,1,0.07142857142857142,0.9285714285714286,0.8888888888888888,111,exp_id_number,0.65,p40_3
0.729,0.271,no,FALSE,8,2,1,0.14285714285714285,0.8571428571428572,0.8,111,exp_id_number,0.65,p40_3
0.777,0.223,no,FALSE,8,3,1,0.21428571428571427,0.7857142857142857,0.7272727272727273,111,exp_id_number,0.65,p40_3
0.784,0.216,no,FALSE,8,4,1,0.2857142857142857,0.7142857142857143,0.6666666666666666,111,exp_id_number,0.65,p40_3
0.798,0.202,no,FALSE,8,5,1,0.35714285714285715,0.6428571428571428,0.6153846153846154,111,exp_id_number,0.65,p40_3
0.861,0.139,no,FALSE,8,6,1,0.42857142857142855,0.5714285714285714,0.5714285714285714,111,exp_id_number,0.65,p40_3
0.867,0.133,no,FALSE,8,7,1,0.5,0.5,0.5333333333333333,111,exp_id_number,0.65,p40_3
0.883,0.117,no,FALSE,8,8,1,0.5714285714285714,0.4285714285714286,0.5,111,exp_id_number,0.65,p40_3
0.887,0.113,no,FALSE,8,9,1,0.6428571428571429,0.3571428571428571,0.47058823529411764,111,exp_id_number,0.65,p40_3
0.89,0.11,no,FALSE,8,10,1,0.7142857142857143,0.2857142857142857,0.4444444444444444,111,exp_id_number,0.65,p40_3
0.892,0.108,no,FALSE,8,11,1,0.7857142857142857,0.2142857142857143,0.42105263157894735,111,exp_id_number,0.65,p40_3
0.895,0.105,no,FALSE,8,12,1,0.8571428571428571,0.1428571428571429,0.4,111,exp_id_number,0.65,p40_3
0.901,0.099,no,FALSE,8,13,1,0.9285714285714286,0.0714285714285714,0.38095238095238093,111,exp_id_number,0.65,p40_3
0.938,0.062,no,FALSE,8,14,1,1,0,0.36363636363636365,111,exp_id_number,0.65,p40_3
0.046,0.954,yes,TRUE,1,0,0.125,0,1,1,112,exp_id_number,0.65,fmt_1
0.2,0.8,yes,TRUE,2,0,0.25,0,1,1,112,exp_id_number,0.65,fmt_1
0.249,0.751,yes,TRUE,3,0,0.375,0,1,1,112,exp_id_number,0.65,fmt_1
0.308,0.692,yes,TRUE,4,0,0.5,0,1,1,112,exp_id_number,0.65,fmt_1
0.347,0.653,yes,TRUE,5,0,0.625,0,1,1,112,exp_id_number,0.65,fmt_1
0.362,0.638,yes,TRUE,6,0,0.75,0,1,1,112,exp_id_number,0.65,fmt_1
0.437,0.563,yes,TRUE,7,0,0.875,0,1,1,112,exp_id_number,0.65,fmt_1
0.578,0.422,no,FALSE,7,1,0.875,0.07142857142857142,0.9285714285714286,0.875,112,exp_id_number,0.65,fmt_1
0.663,0.337,no,FALSE,7,2,0.875,0.14285714285714285,0.8571428571428572,0.7777777777777778,112,exp_id_number,0.65,fmt_1
0.71,0.29,yes,TRUE,8,2,1,0.14285714285714285,0.8571428571428572,0.8,112,exp_id_number,0.65,fmt_1
0.735,0.265,no,FALSE,8,3,1,0.21428571428571427,0.7857142857142857,0.7272727272727273,112,exp_id_number,0.65,fmt_1
0.761,0.239,no,FALSE,8,4,1,0.2857142857142857,0.7142857142857143,0.6666666666666666,112,exp_id_number,0.65,fmt_1
0.819,0.181,no,FALSE,8,5,1,0.35714285714285715,0.6428571428571428,0.6153846153846154,112,exp_id_number,0.65,fmt_1
0.822,0.178,no,FALSE,8,6,1,0.42857142857142855,0.5714285714285714,0.5714285714285714,112,exp_id_number,0.65,fmt_1
0.833,0.167,no,FALSE,8,7,1,0.5,0.5,0.5333333333333333,112,exp_id_number,0.65,fmt_1
0.859,0.141,no,FALSE,8,8,1,0.5714285714285714,0.4285714285714286,0.5,112,exp_id_number,0.65,fmt_1
0.863,0.137,no,FALSE,8,9,1,0.6428571428571429,0.3571428571428571,0.47058823529411764,112,exp_id_number,0.65,fmt_1
0.865,0.135,no,FALSE,8,10,1,0.7142857142857143,0.2857142857142857,0.4444444444444444,112,exp_id_number,0.65,fmt_1
0.886,0.114,no,FALSE,8,11,1,0.7857142857142857,0.2142857142857143,0.42105263157894735,112,exp_id_number,0.65,fmt_1
0.887,0.113,no,FALSE,8,12,1,0.8571428571428571,0.1428571428571429,0.4,112,exp_id_number,0.65,fmt_1
0.891,0.109,no,FALSE,8,13,1,0.9285714285714286,0.0714285714285714,0.38095238095238093,112,exp_id_number,0.65,fmt_1
0.928,0.072,no,FALSE,8,14,1,1,0,0.36363636363636365,112,exp_id_number,0.65,fmt_1
0.018,0.982,yes,TRUE,1,0,0.25,0,1,1,112,exp_id_number,0.65,fmt_2
0.031,0.969,yes,TRUE,2,0,0.5,0,1,1,112,exp_id_number,0.65,fmt_2
0.046,0.954,yes,TRUE,3,0,0.75,0,1,1,112,exp_id_number,0.65,fmt_2
0.216,0.784,yes,TRUE,4,0,1,0,1,1,112,exp_id_number,0.65,fmt_2
0.246,0.754,no,FALSE,4,1,1,0.05555555555555555,0.9444444444444444,0.8,112,exp_id_number,0.65,fmt_2
0.294,0.706,no,FALSE,4,2,1,0.1111111111111111,0.8888888888888888,0.6666666666666666,112,exp_id_number,0.65,fmt_2
0.382,0.618,no,FALSE,4,3,1,0.16666666666666666,0.8333333333333334,0.5714285714285714,112,exp_id_number,0.65,fmt_2
0.439,0.561,no,FALSE,4,4,1,0.2222222222222222,0.7777777777777778,0.5,112,exp_id_number,0.65,fmt_2
0.455,0.545,no,FALSE,4,5,1,0.2777777777777778,0.7222222222222222,0.4444444444444444,112,exp_id_number,0.65,fmt_2
0.519,0.481,no,FALSE,4,6,1,0.3333333333333333,0.6666666666666667,0.4,112,exp_id_number,0.65,fmt_2
0.538,0.462,no,FALSE,4,7,1,0.3888888888888889,0.6111111111111112,0.36363636363636365,112,exp_id_number,0.65,fmt_2
0.54,0.46,no,FALSE,4,8,1,0.4444444444444444,0.5555555555555556,0.3333333333333333,112,exp_id_number,0.65,fmt_2
0.542,0.458,no,FALSE,4,9,1,0.5,0.5,0.3076923076923077,112,exp_id_number,0.65,fmt_2
0.605,0.395,no,FALSE,4,10,1,0.5555555555555556,0.4444444444444444,0.2857142857142857,112,exp_id_number,0.65,fmt_2
0.653,0.347,no,FALSE,4,11,1,0.6111111111111112,0.38888888888888884,0.26666666666666666,112,exp_id_number,0.65,fmt_2
0.654,0.346,no,FALSE,4,12,1,0.6666666666666666,0.33333333333333337,0.25,112,exp_id_number,0.65,fmt_2
0.661,0.339,no,FALSE,4,13,1,0.7222222222222222,0.2777777777777778,0.23529411764705882,112,exp_id_number,0.65,fmt_2
0.781,0.219,no,FALSE,4,14,1,0.7777777777777778,0.2222222222222222,0.2222222222222222,112,exp_id_number,0.65,fmt_2
0.789,0.211,no,FALSE,4,15,1,0.8333333333333334,0.16666666666666663,0.21052631578947367,112,exp_id_number,0.65,fmt_2
0.924,0.076,no,FALSE,4,16,1,0.8888888888888888,0.11111111111111116,0.2,112,exp_id_number,0.65,fmt_2
0.942,0.058,no,FALSE,4,17,1,0.9444444444444444,0.05555555555555558,0.19047619047619047,112,exp_id_number,0.65,fmt_2
0.965,0.035,no,FALSE,4,18,1,1,0,0.18181818181818182,112,exp_id_number,0.65,fmt_2
0.088,0.912,yes,TRUE,1,0,0.125,0,1,1,112,exp_id_number,0.65,p40_1
0.1,0.9,yes,TRUE,2,0,0.25,0,1,1,112,exp_id_number,0.65,p40_1
0.105,0.895,yes,TRUE,3,0,0.375,0,1,1,112,exp_id_number,0.65,p40_1
0.156,0.844,yes,TRUE,4,0,0.5,0,1,1,112,exp_id_number,0.65,p40_1
0.176,0.824,yes,TRUE,5,0,0.625,0,1,1,112,exp_id_number,0.65,p40_1
0.258,0.742,yes,TRUE,6,0,0.75,0,1,1,112,exp_id_number,0.65,p40_1
0.485,0.515,no,FALSE,6,1,0.75,0.07142857142857142,0.9285714285714286,0.8571428571428571,112,exp_id_number,0.65,p40_1
0.535,0.465,yes,TRUE,7,1,0.875,0.07142857142857142,0.9285714285714286,0.875,112,exp_id_number,0.65,p40_1
0.596,0.404,yes,TRUE,8,1,1,0.07142857142857142,0.9285714285714286,0.8888888888888888,112,exp_id_number,0.65,p40_1
0.712,0.288,no,FALSE,8,2,1,0.14285714285714285,0.8571428571428572,0.8,112,exp_id_number,0.65,p40_1
0.716,0.284,no,FALSE,8,3,1,0.21428571428571427,0.7857142857142857,0.7272727272727273,112,exp_id_number,0.65,p40_1
0.745,0.255,no,FALSE,8,4,1,0.2857142857142857,0.7142857142857143,0.6666666666666666,112,exp_id_number,0.65,p40_1
0.757,0.243,no,FALSE,8,5,1,0.35714285714285715,0.6428571428571428,0.6153846153846154,112,exp_id_number,0.65,p40_1
0.804,0.196,no,FALSE,8,6,1,0.42857142857142855,0.5714285714285714,0.5714285714285714,112,exp_id_number,0.65,p40_1
0.812,0.188,no,FALSE,8,7,1,0.5,0.5,0.5333333333333333,112,exp_id_number,0.65,p40_1
0.863,0.137,no,FALSE,8,8,1,0.5714285714285714,0.4285714285714286,0.5,112,exp_id_number,0.65,p40_1
0.896,0.104,no,FALSE,8,9,1,0.6428571428571429,0.3571428571428571,0.47058823529411764,112,exp_id_number,0.65,p40_1
0.906,0.094,no,FALSE,8,10,1,0.7142857142857143,0.2857142857142857,0.4444444444444444,112,exp_id_number,0.65,p40_1
0.914,0.086,no,FALSE,8,11,1,0.7857142857142857,0.2142857142857143,0.42105263157894735,112,exp_id_number,0.65,p40_1
0.916,0.084,no,FALSE,8,12,1,0.8571428571428571,0.1428571428571429,0.4,112,exp_id_number,0.65,p40_1
0.939,0.061,no,FALSE,8,13,1,0.9285714285714286,0.0714285714285714,0.38095238095238093,112,exp_id_number,0.65,p40_1
0.939,0.061,no,FALSE,8,14,1,1,0,0.36363636363636365,112,exp_id_number,0.65,p40_1
0.038,0.962,yes,TRUE,1,0,0.09090909090909091,0,1,1,112,exp_id_number,0.65,p40_2
0.044,0.956,yes,TRUE,2,0,0.18181818181818182,0,1,1,112,exp_id_number,0.65,p40_2
0.233,0.767,yes,TRUE,3,0,0.2727272727272727,0,1,1,112,exp_id_number,0.65,p40_2
0.269,0.731,yes,TRUE,4,0,0.36363636363636365,0,1,1,112,exp_id_number,0.65,p40_2
0.3,0.7,yes,TRUE,5,0,0.45454545454545453,0,1,1,112,exp_id_number,0.65,p40_2
0.398,0.602,yes,TRUE,6,0,0.5454545454545454,0,1,1,112,exp_id_number,0.65,p40_2
0.404,0.596,no,FALSE,6,1,0.5454545454545454,0.09090909090909091,0.9090909090909091,0.8571428571428571,112,exp_id_number,0.65,p40_2
0.422,0.578,yes,TRUE,7,1,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.875,112,exp_id_number,0.65,p40_2
0.621,0.379,yes,TRUE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,112,exp_id_number,0.65,p40_2
0.707,0.293,no,FALSE,8,2,0.7272727272727273,0.18181818181818182,0.8181818181818181,0.8,112,exp_id_number,0.65,p40_2
0.712,0.288,yes,TRUE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,112,exp_id_number,0.65,p40_2
0.783,0.217,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,112,exp_id_number,0.65,p40_2
0.798,0.202,no,FALSE,10,3,0.9090909090909091,0.2727272727272727,0.7272727272727273,0.7692307692307693,112,exp_id_number,0.65,p40_2
0.8,0.2,yes,TRUE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,112,exp_id_number,0.65,p40_2
0.84,0.16,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,112,exp_id_number,0.65,p40_2
0.854,0.146,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,112,exp_id_number,0.65,p40_2
0.861,0.139,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,112,exp_id_number,0.65,p40_2
0.868,0.132,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,112,exp_id_number,0.65,p40_2
0.883,0.117,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,112,exp_id_number,0.65,p40_2
0.904,0.096,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,112,exp_id_number,0.65,p40_2
0.923,0.077,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,112,exp_id_number,0.65,p40_2
0.954,0.046,no,FALSE,11,11,1,1,0,0.5,112,exp_id_number,0.65,p40_2
0.097,0.903,yes,TRUE,1,0,0.16666666666666666,0,1,1,112,exp_id_number,0.65,p40_3
0.104,0.896,yes,TRUE,2,0,0.3333333333333333,0,1,1,112,exp_id_number,0.65,p40_3
0.105,0.895,yes,TRUE,3,0,0.5,0,1,1,112,exp_id_number,0.65,p40_3
0.139,0.861,yes,TRUE,4,0,0.6666666666666666,0,1,1,112,exp_id_number,0.65,p40_3
0.209,0.791,yes,TRUE,5,0,0.8333333333333334,0,1,1,112,exp_id_number,0.65,p40_3
0.503,0.497,no,FALSE,5,1,0.8333333333333334,0.0625,0.9375,0.8333333333333334,112,exp_id_number,0.65,p40_3
0.556,0.444,no,FALSE,5,2,0.8333333333333334,0.125,0.875,0.7142857142857143,112,exp_id_number,0.65,p40_3
0.594,0.406,no,FALSE,5,3,0.8333333333333334,0.1875,0.8125,0.625,112,exp_id_number,0.65,p40_3
0.608,0.392,yes,TRUE,6,3,1,0.1875,0.8125,0.6666666666666666,112,exp_id_number,0.65,p40_3
0.671,0.329,no,FALSE,6,4,1,0.25,0.75,0.6,112,exp_id_number,0.65,p40_3
0.689,0.311,no,FALSE,6,5,1,0.3125,0.6875,0.5454545454545454,112,exp_id_number,0.65,p40_3
0.766,0.234,no,FALSE,6,6,1,0.375,0.625,0.5,112,exp_id_number,0.65,p40_3
0.795,0.205,no,FALSE,6,7,1,0.4375,0.5625,0.46153846153846156,112,exp_id_number,0.65,p40_3
0.799,0.201,no,FALSE,6,8,1,0.5,0.5,0.42857142857142855,112,exp_id_number,0.65,p40_3
0.801,0.199,no,FALSE,6,9,1,0.5625,0.4375,0.4,112,exp_id_number,0.65,p40_3
0.836,0.164,no,FALSE,6,10,1,0.625,0.375,0.375,112,exp_id_number,0.65,p40_3
0.855,0.145,no,FALSE,6,11,1,0.6875,0.3125,0.35294117647058826,112,exp_id_number,0.65,p40_3
0.876,0.124,no,FALSE,6,12,1,0.75,0.25,0.3333333333333333,112,exp_id_number,0.65,p40_3
0.88,0.12,no,FALSE,6,13,1,0.8125,0.1875,0.3157894736842105,112,exp_id_number,0.65,p40_3
0.892,0.108,no,FALSE,6,14,1,0.875,0.125,0.3,112,exp_id_number,0.65,p40_3
0.893,0.107,no,FALSE,6,15,1,0.9375,0.0625,0.2857142857142857,112,exp_id_number,0.65,p40_3
0.946,0.054,no,FALSE,6,16,1,1,0,0.2727272727272727,112,exp_id_number,0.65,p40_3
0.086,0.914,yes,TRUE,1,0,0.1111111111111111,0,1,1,113,exp_id_number,0.65,fmt_1
0.11,0.89,yes,TRUE,2,0,0.2222222222222222,0,1,1,113,exp_id_number,0.65,fmt_1
0.221,0.779,yes,TRUE,3,0,0.3333333333333333,0,1,1,113,exp_id_number,0.65,fmt_1
0.228,0.772,yes,TRUE,4,0,0.4444444444444444,0,1,1,113,exp_id_number,0.65,fmt_1
0.23,0.77,yes,TRUE,5,0,0.5555555555555556,0,1,1,113,exp_id_number,0.65,fmt_1
0.284,0.716,yes,TRUE,6,0,0.6666666666666666,0,1,1,113,exp_id_number,0.65,fmt_1
0.308,0.692,yes,TRUE,7,0,0.7777777777777778,0,1,1,113,exp_id_number,0.65,fmt_1
0.605,0.395,yes,TRUE,8,0,0.8888888888888888,0,1,1,113,exp_id_number,0.65,fmt_1
0.635,0.365,no,FALSE,8,1,0.8888888888888888,0.07692307692307693,0.9230769230769231,0.8888888888888888,113,exp_id_number,0.65,fmt_1
0.643,0.357,yes,TRUE,9,1,1,0.07692307692307693,0.9230769230769231,0.9,113,exp_id_number,0.65,fmt_1
0.822,0.178,no,FALSE,9,2,1,0.15384615384615385,0.8461538461538461,0.8181818181818182,113,exp_id_number,0.65,fmt_1
0.832,0.168,no,FALSE,9,3,1,0.23076923076923078,0.7692307692307692,0.75,113,exp_id_number,0.65,fmt_1
0.84,0.16,no,FALSE,9,4,1,0.3076923076923077,0.6923076923076923,0.6923076923076923,113,exp_id_number,0.65,fmt_1
0.84,0.16,no,FALSE,9,5,1,0.38461538461538464,0.6153846153846154,0.6428571428571429,113,exp_id_number,0.65,fmt_1
0.856,0.144,no,FALSE,9,6,1,0.46153846153846156,0.5384615384615384,0.6,113,exp_id_number,0.65,fmt_1
0.857,0.143,no,FALSE,9,7,1,0.5384615384615384,0.46153846153846156,0.5625,113,exp_id_number,0.65,fmt_1
0.872,0.128,no,FALSE,9,8,1,0.6153846153846154,0.3846153846153846,0.5294117647058824,113,exp_id_number,0.65,fmt_1
0.873,0.127,no,FALSE,9,9,1,0.6923076923076923,0.3076923076923077,0.5,113,exp_id_number,0.65,fmt_1
0.899,0.101,no,FALSE,9,10,1,0.7692307692307693,0.23076923076923073,0.47368421052631576,113,exp_id_number,0.65,fmt_1
0.924,0.076,no,FALSE,9,11,1,0.8461538461538461,0.15384615384615385,0.45,113,exp_id_number,0.65,fmt_1
0.93,0.07,no,FALSE,9,12,1,0.9230769230769231,0.07692307692307687,0.42857142857142855,113,exp_id_number,0.65,fmt_1
0.932,0.068,no,FALSE,9,13,1,1,0,0.4090909090909091,113,exp_id_number,0.65,fmt_1
0.021,0.979,yes,TRUE,1,0,0.3333333333333333,0,1,1,113,exp_id_number,0.65,fmt_2
0.114,0.886,yes,TRUE,2,0,0.6666666666666666,0,1,1,113,exp_id_number,0.65,fmt_2
0.156,0.844,yes,TRUE,3,0,1,0,1,1,113,exp_id_number,0.65,fmt_2
0.315,0.685,no,FALSE,3,1,1,0.05263157894736842,0.9473684210526316,0.75,113,exp_id_number,0.65,fmt_2
0.404,0.596,no,FALSE,3,2,1,0.10526315789473684,0.8947368421052632,0.6,113,exp_id_number,0.65,fmt_2
0.434,0.566,no,FALSE,3,3,1,0.15789473684210525,0.8421052631578947,0.5,113,exp_id_number,0.65,fmt_2
0.465,0.535,no,FALSE,3,4,1,0.21052631578947367,0.7894736842105263,0.42857142857142855,113,exp_id_number,0.65,fmt_2
0.502,0.498,no,FALSE,3,5,1,0.2631578947368421,0.736842105263158,0.375,113,exp_id_number,0.65,fmt_2
0.546,0.454,no,FALSE,3,6,1,0.3157894736842105,0.6842105263157895,0.3333333333333333,113,exp_id_number,0.65,fmt_2
0.556,0.444,no,FALSE,3,7,1,0.3684210526315789,0.631578947368421,0.3,113,exp_id_number,0.65,fmt_2
0.56,0.44,no,FALSE,3,8,1,0.42105263157894735,0.5789473684210527,0.2727272727272727,113,exp_id_number,0.65,fmt_2
0.567,0.433,no,FALSE,3,9,1,0.47368421052631576,0.5263157894736843,0.25,113,exp_id_number,0.65,fmt_2
0.605,0.395,no,FALSE,3,10,1,0.5263157894736842,0.4736842105263158,0.23076923076923078,113,exp_id_number,0.65,fmt_2
0.616,0.384,no,FALSE,3,11,1,0.5789473684210527,0.42105263157894735,0.21428571428571427,113,exp_id_number,0.65,fmt_2
0.635,0.365,no,FALSE,3,12,1,0.631578947368421,0.368421052631579,0.2,113,exp_id_number,0.65,fmt_2
0.638,0.362,no,FALSE,3,13,1,0.6842105263157895,0.3157894736842105,0.1875,113,exp_id_number,0.65,fmt_2
0.675,0.325,no,FALSE,3,14,1,0.7368421052631579,0.26315789473684215,0.17647058823529413,113,exp_id_number,0.65,fmt_2
0.726,0.274,no,FALSE,3,15,1,0.7894736842105263,0.21052631578947367,0.16666666666666666,113,exp_id_number,0.65,fmt_2
0.772,0.228,no,FALSE,3,16,1,0.8421052631578947,0.1578947368421053,0.15789473684210525,113,exp_id_number,0.65,fmt_2
0.808,0.192,no,FALSE,3,17,1,0.8947368421052632,0.10526315789473684,0.15,113,exp_id_number,0.65,fmt_2
0.862,0.138,no,FALSE,3,18,1,0.9473684210526315,0.052631578947368474,0.14285714285714285,113,exp_id_number,0.65,fmt_2
0.925,0.075,no,FALSE,3,19,1,1,0,0.13636363636363635,113,exp_id_number,0.65,fmt_2
0.054,0.946,yes,TRUE,1,0,0.2,0,1,1,113,exp_id_number,0.65,p40_1
0.068,0.932,yes,TRUE,2,0,0.4,0,1,1,113,exp_id_number,0.65,p40_1
0.125,0.875,yes,TRUE,3,0,0.6,0,1,1,113,exp_id_number,0.65,p40_1
0.167,0.833,yes,TRUE,4,0,0.8,0,1,1,113,exp_id_number,0.65,p40_1
0.372,0.628,no,FALSE,4,1,0.8,0.058823529411764705,0.9411764705882353,0.8,113,exp_id_number,0.65,p40_1
0.491,0.509,yes,TRUE,5,1,1,0.058823529411764705,0.9411764705882353,0.8333333333333334,113,exp_id_number,0.65,p40_1
0.552,0.448,no,FALSE,5,2,1,0.11764705882352941,0.8823529411764706,0.7142857142857143,113,exp_id_number,0.65,p40_1
0.629,0.371,no,FALSE,5,3,1,0.17647058823529413,0.8235294117647058,0.625,113,exp_id_number,0.65,p40_1
0.637,0.363,no,FALSE,5,4,1,0.23529411764705882,0.7647058823529411,0.5555555555555556,113,exp_id_number,0.65,p40_1
0.659,0.341,no,FALSE,5,5,1,0.29411764705882354,0.7058823529411764,0.5,113,exp_id_number,0.65,p40_1
0.66,0.34,no,FALSE,5,6,1,0.35294117647058826,0.6470588235294117,0.45454545454545453,113,exp_id_number,0.65,p40_1
0.779,0.221,no,FALSE,5,7,1,0.4117647058823529,0.5882352941176471,0.4166666666666667,113,exp_id_number,0.65,p40_1
0.795,0.205,no,FALSE,5,8,1,0.47058823529411764,0.5294117647058824,0.38461538461538464,113,exp_id_number,0.65,p40_1
0.837,0.163,no,FALSE,5,9,1,0.5294117647058824,0.47058823529411764,0.35714285714285715,113,exp_id_number,0.65,p40_1
0.856,0.144,no,FALSE,5,10,1,0.5882352941176471,0.4117647058823529,0.3333333333333333,113,exp_id_number,0.65,p40_1
0.865,0.135,no,FALSE,5,11,1,0.6470588235294118,0.3529411764705882,0.3125,113,exp_id_number,0.65,p40_1
0.898,0.102,no,FALSE,5,12,1,0.7058823529411765,0.2941176470588235,0.29411764705882354,113,exp_id_number,0.65,p40_1
0.908,0.092,no,FALSE,5,13,1,0.7647058823529411,0.23529411764705888,0.2777777777777778,113,exp_id_number,0.65,p40_1
0.916,0.084,no,FALSE,5,14,1,0.8235294117647058,0.17647058823529416,0.2631578947368421,113,exp_id_number,0.65,p40_1
0.923,0.077,no,FALSE,5,15,1,0.8823529411764706,0.11764705882352944,0.25,113,exp_id_number,0.65,p40_1
